,precipitacao (mm)-1,temperatura (°C)-1,umidade ar (%)-1,t-1,t-2,t-3,densidade_demografica
16329,25.0,289.0,76.0,24.0,30.0,45.0,33.9546421995862
16330,23.0,17.0,76.0,2.0,24.0,30.0,33.9546421995862
16331,21.0,82.0,76.0,3.0,2.0,24.0,33.9546421995862
16332,22.0,8.0,70.0,3.0,3.0,2.0,33.9546421995862
16333,21.0,38.0,64.0,6.0,3.0,3.0,33.9546421995862
16334,21.0,76.0,63.0,0.0,6.0,3.0,33.9546421995862
16335,25.0,118.0,66.0,1.0,0.0,6.0,33.9546421995862
16336,26.0,130.0,70.0,0.0,0.0,0.0,4.532792177843373
16337,27.0,89.0,70.0,0.0,0.0,0.0,4.532792177843373
16338,26.0,302.0,77.0,0.0,0.0,0.0,4.532792177843373
16339,25.0,289.0,76.0,0.0,0.0,0.0,4.532792177843373
16340,23.0,17.0,76.0,0.0,0.0,0.0,4.532792177843373
16341,21.0,82.0,76.0,0.0,0.0,0.0,4.532792177843373
16342,22.0,8.0,70.0,0.0,0.0,0.0,4.532792177843373
16343,21.0,38.0,64.0,0.0,0.0,0.0,4.532792177843373
16344,21.0,76.0,63.0,0.0,0.0,0.0,4.532792177843373
16345,25.0,118.0,66.0,0.0,0.0,0.0,4.532792177843373
16346,26.0,130.0,70.0,1.0,1.0,1.0,131.07601268052133
16347,27.0,89.0,70.0,2.0,1.0,1.0,131.07601268052133
16348,26.0,302.0,77.0,0.0,2.0,1.0,131.07601268052133
16349,25.0,289.0,76.0,0.0,0.0,2.0,131.07601268052133
16350,23.0,17.0,76.0,0.0,0.0,0.0,131.07601268052133
16351,21.0,82.0,76.0,0.0,0.0,0.0,131.07601268052133
16352,22.0,8.0,70.0,1.0,0.0,0.0,131.07601268052133
16353,21.0,38.0,64.0,0.0,1.0,0.0,131.07601268052133
16354,21.0,76.0,63.0,0.0,0.0,1.0,131.07601268052133
16355,25.0,118.0,66.0,0.0,0.0,0.0,131.07601268052133
16356,26.0,130.0,70.0,1.0,1.0,0.0,381.52070484581503
16357,27.0,89.0,70.0,0.0,1.0,1.0,381.52070484581503
16358,26.0,302.0,77.0,0.0,0.0,1.0,381.52070484581503
16359,25.0,289.0,76.0,0.0,0.0,0.0,381.52070484581503
16360,23.0,17.0,76.0,0.0,0.0,0.0,381.52070484581503
16361,21.0,82.0,76.0,0.0,0.0,0.0,381.52070484581503
16362,22.0,8.0,70.0,0.0,0.0,0.0,381.52070484581503
16363,21.0,38.0,64.0,0.0,0.0,0.0,381.52070484581503
16364,21.0,76.0,63.0,0.0,0.0,0.0,381.52070484581503
16365,25.0,118.0,66.0,0.0,0.0,0.0,381.52070484581503
16366,26.0,130.0,70.0,0.0,1.0,0.0,251.35273401297505
16367,27.0,89.0,70.0,0.0,0.0,1.0,251.35273401297505
16368,26.0,302.0,77.0,1.0,0.0,0.0,251.35273401297505
16369,25.0,289.0,76.0,3.0,1.0,0.0,251.35273401297505
16370,23.0,17.0,76.0,0.0,3.0,1.0,251.35273401297505
16371,21.0,82.0,76.0,1.0,0.0,3.0,251.35273401297505
16372,22.0,8.0,70.0,0.0,1.0,0.0,251.35273401297505
16373,21.0,38.0,64.0,0.0,0.0,1.0,251.35273401297505
16374,21.0,76.0,63.0,0.0,0.0,0.0,251.35273401297505
16375,25.0,118.0,66.0,0.0,0.0,0.0,251.35273401297505
16376,26.0,130.0,70.0,1.0,1.0,1.0,90.59965698248531
16377,27.0,89.0,70.0,0.0,1.0,1.0,90.59965698248531
16378,26.0,302.0,77.0,0.0,0.0,1.0,90.59965698248531
16379,25.0,289.0,76.0,0.0,0.0,0.0,90.59965698248531
16380,23.0,17.0,76.0,0.0,0.0,0.0,90.59965698248531
16381,21.0,82.0,76.0,0.0,0.0,0.0,90.59965698248531
16382,22.0,8.0,70.0,0.0,0.0,0.0,90.59965698248531
16383,21.0,38.0,64.0,0.0,0.0,0.0,90.59965698248531
16384,21.0,76.0,63.0,1.0,0.0,0.0,90.59965698248531
16385,25.0,118.0,66.0,0.0,1.0,0.0,90.59965698248531
16386,26.0,130.0,70.0,0.0,0.0,0.0,63.14343780083434
16387,27.0,89.0,70.0,1.0,0.0,0.0,63.14343780083434
16388,26.0,302.0,77.0,0.0,1.0,0.0,63.14343780083434
16389,25.0,289.0,76.0,0.0,0.0,1.0,63.14343780083434
16390,23.0,17.0,76.0,0.0,0.0,0.0,63.14343780083434
16391,21.0,82.0,76.0,1.0,0.0,0.0,63.14343780083434
16392,22.0,8.0,70.0,0.0,1.0,0.0,63.14343780083434
16393,21.0,38.0,64.0,0.0,0.0,1.0,63.14343780083434
16394,21.0,76.0,63.0,0.0,0.0,0.0,63.14343780083434
16395,25.0,118.0,66.0,0.0,0.0,0.0,63.14343780083434
16396,26.0,130.0,70.0,6.0,1.0,0.0,309.78947368421063
16397,27.0,89.0,70.0,6.0,6.0,1.0,309.78947368421063
16398,26.0,302.0,77.0,1.0,6.0,6.0,309.78947368421063
16399,25.0,289.0,76.0,2.0,1.0,6.0,309.78947368421063
16400,23.0,17.0,76.0,0.0,2.0,1.0,309.78947368421063
16401,21.0,82.0,76.0,0.0,0.0,2.0,309.78947368421063
16402,22.0,8.0,70.0,0.0,0.0,0.0,309.78947368421063
16403,21.0,38.0,64.0,0.0,0.0,0.0,309.78947368421063
16404,21.0,76.0,63.0,0.0,0.0,0.0,309.78947368421063
16405,25.0,118.0,66.0,0.0,0.0,0.0,309.78947368421063
16406,26.0,130.0,70.0,1.0,0.0,0.0,139.39824840764334
16407,27.0,89.0,70.0,1.0,1.0,0.0,139.39824840764334
16408,26.0,302.0,77.0,1.0,1.0,1.0,139.39824840764334
16409,25.0,289.0,76.0,0.0,1.0,1.0,139.39824840764334
16410,23.0,17.0,76.0,1.0,0.0,1.0,139.39824840764334
16411,21.0,82.0,76.0,0.0,1.0,0.0,139.39824840764334
16412,22.0,8.0,70.0,0.0,0.0,1.0,139.39824840764334
16413,21.0,38.0,64.0,0.0,0.0,0.0,139.39824840764334
16414,21.0,76.0,63.0,1.0,0.0,0.0,139.39824840764334
16415,25.0,118.0,66.0,0.0,1.0,0.0,139.39824840764334
16416,26.0,130.0,70.0,0.0,1.0,0.0,139.6868780681969
16417,27.0,89.0,70.0,1.0,0.0,1.0,139.6868780681969
16418,26.0,302.0,77.0,2.0,1.0,0.0,139.6868780681969
16419,25.0,289.0,76.0,0.0,2.0,1.0,139.6868780681969
16420,23.0,17.0,76.0,2.0,0.0,2.0,139.6868780681969
16421,21.0,82.0,76.0,0.0,2.0,0.0,139.6868780681969
16422,22.0,8.0,70.0,0.0,0.0,2.0,139.6868780681969
16423,21.0,38.0,64.0,2.0,0.0,0.0,139.6868780681969
16424,21.0,76.0,63.0,0.0,2.0,0.0,139.6868780681969
16425,25.0,118.0,66.0,0.0,0.0,2.0,139.6868780681969
16426,26.0,130.0,70.0,0.0,0.0,6.0,252.20183052450272
16427,27.0,89.0,70.0,0.0,0.0,0.0,252.20183052450272
16428,26.0,302.0,77.0,1.0,0.0,0.0,252.20183052450272
16429,25.0,289.0,76.0,0.0,1.0,0.0,252.20183052450272
16430,23.0,17.0,76.0,0.0,0.0,1.0,252.20183052450272
16431,21.0,82.0,76.0,0.0,0.0,0.0,252.20183052450272
16432,22.0,8.0,70.0,0.0,0.0,0.0,252.20183052450272
16433,21.0,38.0,64.0,0.0,0.0,0.0,252.20183052450272
16434,21.0,76.0,63.0,0.0,0.0,0.0,252.20183052450272
16435,25.0,118.0,66.0,0.0,0.0,0.0,252.20183052450272
16436,26.0,130.0,70.0,0.0,0.0,0.0,86.85983193277313
16437,27.0,89.0,70.0,0.0,0.0,0.0,86.85983193277313
16438,26.0,302.0,77.0,0.0,0.0,0.0,86.85983193277313
16439,25.0,289.0,76.0,0.0,0.0,0.0,86.85983193277313
16440,23.0,17.0,76.0,0.0,0.0,0.0,86.85983193277313
16441,21.0,82.0,76.0,0.0,0.0,0.0,86.85983193277313
16442,22.0,8.0,70.0,0.0,0.0,0.0,86.85983193277313
16443,21.0,38.0,64.0,0.0,0.0,0.0,86.85983193277313
16444,21.0,76.0,63.0,0.0,0.0,0.0,86.85983193277313
16445,25.0,118.0,66.0,0.0,0.0,0.0,86.85983193277313
16446,26.0,130.0,70.0,6.0,1.0,0.0,73.85253922726504
16447,27.0,89.0,70.0,9.0,6.0,1.0,73.85253922726504
16448,26.0,302.0,77.0,5.0,9.0,6.0,73.85253922726504
16449,25.0,289.0,76.0,3.0,5.0,9.0,73.85253922726504
16450,23.0,17.0,76.0,2.0,3.0,5.0,73.85253922726504
16451,21.0,82.0,76.0,2.0,2.0,3.0,73.85253922726504
16452,22.0,8.0,70.0,0.0,2.0,2.0,73.85253922726504
16453,21.0,38.0,64.0,3.0,0.0,2.0,73.85253922726504
16454,21.0,76.0,63.0,0.0,3.0,0.0,73.85253922726504
16455,25.0,118.0,66.0,0.0,0.0,3.0,73.85253922726504
16456,26.0,130.0,70.0,0.0,2.0,0.0,169.26030416574832
16457,27.0,89.0,70.0,4.0,0.0,2.0,169.26030416574832
16458,26.0,302.0,77.0,0.0,4.0,0.0,169.26030416574832
16459,25.0,289.0,76.0,1.0,0.0,4.0,169.26030416574832
16460,23.0,17.0,76.0,0.0,1.0,0.0,169.26030416574832
16461,21.0,82.0,76.0,0.0,0.0,1.0,169.26030416574832
16462,22.0,8.0,70.0,0.0,0.0,0.0,169.26030416574832
16463,21.0,38.0,64.0,0.0,0.0,0.0,169.26030416574832
16464,21.0,76.0,63.0,0.0,0.0,0.0,169.26030416574832
16465,25.0,118.0,66.0,0.0,0.0,0.0,169.26030416574832
16466,26.0,130.0,70.0,0.0,0.0,0.0,100.86273805246138
16467,27.0,89.0,70.0,2.0,0.0,0.0,100.86273805246138
16468,26.0,302.0,77.0,0.0,2.0,0.0,100.86273805246138
16469,25.0,289.0,76.0,0.0,0.0,2.0,100.86273805246138
16470,23.0,17.0,76.0,1.0,0.0,0.0,100.86273805246138
16471,21.0,82.0,76.0,0.0,1.0,0.0,100.86273805246138
16472,22.0,8.0,70.0,1.0,0.0,1.0,100.86273805246138
16473,21.0,38.0,64.0,1.0,1.0,0.0,100.86273805246138
16474,21.0,76.0,63.0,0.0,1.0,1.0,100.86273805246138
16475,25.0,118.0,66.0,1.0,0.0,1.0,100.86273805246138
16476,26.0,130.0,70.0,0.0,0.0,0.0,117.001873828857
16477,27.0,89.0,70.0,0.0,0.0,0.0,117.001873828857
16478,26.0,302.0,77.0,0.0,0.0,0.0,117.001873828857
16479,25.0,289.0,76.0,0.0,0.0,0.0,117.001873828857
16480,23.0,17.0,76.0,0.0,0.0,0.0,117.001873828857
16481,21.0,82.0,76.0,0.0,0.0,0.0,117.001873828857
16482,22.0,8.0,70.0,0.0,0.0,0.0,117.001873828857
16483,21.0,38.0,64.0,0.0,0.0,0.0,117.001873828857
16484,21.0,76.0,63.0,0.0,0.0,0.0,117.001873828857
16485,25.0,118.0,66.0,0.0,0.0,0.0,117.001873828857
16486,26.0,130.0,70.0,1.0,0.0,0.0,25.232970585066266
16487,27.0,89.0,70.0,0.0,1.0,0.0,25.232970585066266
16488,26.0,302.0,77.0,0.0,0.0,1.0,25.232970585066266
16489,25.0,289.0,76.0,0.0,0.0,0.0,25.232970585066266
16490,23.0,17.0,76.0,0.0,0.0,0.0,25.232970585066266
16491,21.0,82.0,76.0,0.0,0.0,0.0,25.232970585066266
16492,22.0,8.0,70.0,0.0,0.0,0.0,25.232970585066266
16493,21.0,38.0,64.0,0.0,0.0,0.0,25.232970585066266
16494,21.0,76.0,63.0,0.0,0.0,0.0,25.232970585066266
16495,25.0,118.0,66.0,0.0,0.0,0.0,25.232970585066266
16496,26.0,130.0,70.0,0.0,1.0,2.0,153.02971417790775
16497,27.0,89.0,70.0,0.0,0.0,1.0,153.02971417790775
16498,26.0,302.0,77.0,0.0,0.0,0.0,153.02971417790775
16499,25.0,289.0,76.0,0.0,0.0,0.0,153.02971417790775
16500,23.0,17.0,76.0,0.0,0.0,0.0,153.02971417790775
16501,21.0,82.0,76.0,0.0,0.0,0.0,153.02971417790775
16502,22.0,8.0,70.0,0.0,0.0,0.0,153.02971417790775
16503,21.0,38.0,64.0,0.0,0.0,0.0,153.02971417790775
16504,21.0,76.0,63.0,0.0,0.0,0.0,153.02971417790775
16505,25.0,118.0,66.0,0.0,0.0,0.0,153.02971417790775
16506,26.0,130.0,70.0,0.0,0.0,0.0,93.20965692503178
16507,27.0,89.0,70.0,0.0,0.0,0.0,93.20965692503178
16508,26.0,302.0,77.0,0.0,0.0,0.0,93.20965692503178
16509,25.0,289.0,76.0,0.0,0.0,0.0,93.20965692503178
16510,23.0,17.0,76.0,0.0,0.0,0.0,93.20965692503178
16511,21.0,82.0,76.0,0.0,0.0,0.0,93.20965692503178
16512,22.0,8.0,70.0,0.0,0.0,0.0,93.20965692503178
16513,21.0,38.0,64.0,0.0,0.0,0.0,93.20965692503178
16514,21.0,76.0,63.0,0.0,0.0,0.0,93.20965692503178
16515,25.0,118.0,66.0,0.0,0.0,0.0,93.20965692503178
16516,26.0,130.0,70.0,2.0,2.0,1.0,37.87840290381125
16517,27.0,89.0,70.0,2.0,2.0,2.0,37.87840290381125
16518,26.0,302.0,77.0,0.0,2.0,2.0,37.87840290381125
16519,25.0,289.0,76.0,0.0,0.0,2.0,37.87840290381125
16520,23.0,17.0,76.0,1.0,0.0,0.0,37.87840290381125
16521,21.0,82.0,76.0,0.0,1.0,0.0,37.87840290381125
16522,22.0,8.0,70.0,0.0,0.0,1.0,37.87840290381125
16523,21.0,38.0,64.0,0.0,0.0,0.0,37.87840290381125
16524,21.0,76.0,63.0,0.0,0.0,0.0,37.87840290381125
16525,25.0,118.0,66.0,0.0,0.0,0.0,37.87840290381125
16526,26.0,130.0,70.0,1.0,0.0,2.0,129.36610352264557
16527,27.0,89.0,70.0,1.0,1.0,0.0,129.36610352264557
16528,26.0,302.0,77.0,0.0,1.0,1.0,129.36610352264557
16529,25.0,289.0,76.0,0.0,0.0,1.0,129.36610352264557
16530,23.0,17.0,76.0,0.0,0.0,0.0,129.36610352264557
16531,21.0,82.0,76.0,0.0,0.0,0.0,129.36610352264557
16532,22.0,8.0,70.0,1.0,0.0,0.0,129.36610352264557
16533,21.0,38.0,64.0,0.0,1.0,0.0,129.36610352264557
16534,21.0,76.0,63.0,0.0,0.0,1.0,129.36610352264557
16535,25.0,118.0,66.0,0.0,0.0,0.0,129.36610352264557
16536,26.0,130.0,70.0,1.0,1.0,0.0,125.45454545454544
16537,27.0,89.0,70.0,1.0,1.0,1.0,125.45454545454544
16538,26.0,302.0,77.0,1.0,1.0,1.0,125.45454545454544
16539,25.0,289.0,76.0,1.0,1.0,1.0,125.45454545454544
16540,23.0,17.0,76.0,0.0,1.0,1.0,125.45454545454544
16541,21.0,82.0,76.0,0.0,0.0,1.0,125.45454545454544
16542,22.0,8.0,70.0,0.0,0.0,0.0,125.45454545454544
16543,21.0,38.0,64.0,0.0,0.0,0.0,125.45454545454544
16544,21.0,76.0,63.0,0.0,0.0,0.0,125.45454545454544
16545,25.0,118.0,66.0,0.0,0.0,0.0,125.45454545454544
16546,26.0,130.0,70.0,0.0,0.0,0.0,189.35250917992656
16547,27.0,89.0,70.0,0.0,0.0,0.0,189.35250917992656
16548,26.0,302.0,77.0,0.0,0.0,0.0,189.35250917992656
16549,25.0,289.0,76.0,0.0,0.0,0.0,189.35250917992656
16550,23.0,17.0,76.0,0.0,0.0,0.0,189.35250917992656
16551,21.0,82.0,76.0,0.0,0.0,0.0,189.35250917992656
16552,22.0,8.0,70.0,0.0,0.0,0.0,189.35250917992656
16553,21.0,38.0,64.0,0.0,0.0,0.0,189.35250917992656
16554,21.0,76.0,63.0,0.0,0.0,0.0,189.35250917992656
16555,25.0,118.0,66.0,0.0,0.0,0.0,189.35250917992656
16556,26.0,130.0,70.0,7.0,2.0,2.0,73.73056814220982
16557,27.0,89.0,70.0,8.0,7.0,2.0,73.73056814220982
16558,26.0,302.0,77.0,4.0,8.0,7.0,73.73056814220982
16559,25.0,289.0,76.0,3.0,4.0,8.0,73.73056814220982
16560,23.0,17.0,76.0,0.0,3.0,4.0,73.73056814220982
16561,21.0,82.0,76.0,2.0,0.0,3.0,73.73056814220982
16562,22.0,8.0,70.0,0.0,2.0,0.0,73.73056814220982
16563,21.0,38.0,64.0,1.0,0.0,2.0,73.73056814220982
16564,21.0,76.0,63.0,0.0,1.0,0.0,73.73056814220982
16565,25.0,118.0,66.0,0.0,0.0,1.0,73.73056814220982
16566,26.0,130.0,70.0,0.0,0.0,0.0,13.086541403357
16567,27.0,89.0,70.0,0.0,0.0,0.0,13.086541403357
16568,26.0,302.0,77.0,0.0,0.0,0.0,13.086541403357
16569,25.0,289.0,76.0,0.0,0.0,0.0,13.086541403357
16570,23.0,17.0,76.0,0.0,0.0,0.0,13.086541403357
16571,21.0,82.0,76.0,0.0,0.0,0.0,13.086541403357
16572,22.0,8.0,70.0,0.0,0.0,0.0,13.086541403357
16573,21.0,38.0,64.0,0.0,0.0,0.0,13.086541403357
16574,21.0,76.0,63.0,0.0,0.0,0.0,13.086541403357
16575,25.0,118.0,66.0,0.0,0.0,0.0,13.086541403357
16576,26.0,130.0,70.0,0.0,0.0,0.0,154.75370055811698
16577,27.0,89.0,70.0,2.0,0.0,0.0,154.75370055811698
16578,26.0,302.0,77.0,0.0,2.0,0.0,154.75370055811698
16579,25.0,289.0,76.0,0.0,0.0,2.0,154.75370055811698
16580,23.0,17.0,76.0,1.0,0.0,0.0,154.75370055811698
16581,21.0,82.0,76.0,0.0,1.0,0.0,154.75370055811698
16582,22.0,8.0,70.0,0.0,0.0,1.0,154.75370055811698
16583,21.0,38.0,64.0,0.0,0.0,0.0,154.75370055811698
16584,21.0,76.0,63.0,0.0,0.0,0.0,154.75370055811698
16585,25.0,118.0,66.0,0.0,0.0,0.0,154.75370055811698
16586,26.0,130.0,70.0,0.0,0.0,0.0,64.63465256678373
16587,27.0,89.0,70.0,0.0,0.0,0.0,64.63465256678373
16588,26.0,302.0,77.0,0.0,0.0,0.0,64.63465256678373
16589,25.0,289.0,76.0,0.0,0.0,0.0,64.63465256678373
16590,23.0,17.0,76.0,0.0,0.0,0.0,64.63465256678373
16591,21.0,82.0,76.0,0.0,0.0,0.0,64.63465256678373
16592,22.0,8.0,70.0,0.0,0.0,0.0,64.63465256678373
16593,21.0,38.0,64.0,0.0,0.0,0.0,64.63465256678373
16594,21.0,76.0,63.0,0.0,0.0,0.0,64.63465256678373
16595,25.0,118.0,66.0,0.0,0.0,0.0,64.63465256678373
16596,26.0,130.0,70.0,1.0,2.0,1.0,72.77217682214982
16597,27.0,89.0,70.0,1.0,1.0,2.0,72.77217682214982
16598,26.0,302.0,77.0,0.0,1.0,1.0,72.77217682214982
16599,25.0,289.0,76.0,1.0,0.0,1.0,72.77217682214982
16600,23.0,17.0,76.0,1.0,1.0,0.0,72.77217682214982
16601,21.0,82.0,76.0,0.0,1.0,1.0,72.77217682214982
16602,22.0,8.0,70.0,0.0,0.0,1.0,72.77217682214982
16603,21.0,38.0,64.0,0.0,0.0,0.0,72.77217682214982
16604,21.0,76.0,63.0,0.0,0.0,0.0,72.77217682214982
16605,25.0,118.0,66.0,0.0,0.0,0.0,72.77217682214982
16606,26.0,130.0,70.0,1.0,0.0,0.0,133.28670157068063
16607,27.0,89.0,70.0,4.0,1.0,0.0,133.28670157068063
16608,26.0,302.0,77.0,0.0,4.0,1.0,133.28670157068063
16609,25.0,289.0,76.0,0.0,0.0,4.0,133.28670157068063
16610,23.0,17.0,76.0,1.0,0.0,0.0,133.28670157068063
16611,21.0,82.0,76.0,0.0,1.0,0.0,133.28670157068063
16612,22.0,8.0,70.0,0.0,0.0,1.0,133.28670157068063
16613,21.0,38.0,64.0,0.0,0.0,0.0,133.28670157068063
16614,21.0,76.0,63.0,0.0,0.0,0.0,133.28670157068063
16615,25.0,118.0,66.0,0.0,0.0,0.0,133.28670157068063
16616,26.0,130.0,70.0,0.0,2.0,0.0,146.80535637149032
16617,27.0,89.0,70.0,1.0,0.0,2.0,146.80535637149032
16618,26.0,302.0,77.0,0.0,1.0,0.0,146.80535637149032
16619,25.0,289.0,76.0,0.0,0.0,1.0,146.80535637149032
16620,23.0,17.0,76.0,0.0,0.0,0.0,146.80535637149032
16621,21.0,82.0,76.0,0.0,0.0,0.0,146.80535637149032
16622,22.0,8.0,70.0,0.0,0.0,0.0,146.80535637149032
16623,21.0,38.0,64.0,0.0,0.0,0.0,146.80535637149032
16624,21.0,76.0,63.0,0.0,0.0,0.0,146.80535637149032
16625,25.0,118.0,66.0,1.0,0.0,0.0,146.80535637149032
16626,26.0,130.0,70.0,0.0,1.0,0.0,172.73872563281935
16627,27.0,89.0,70.0,0.0,0.0,1.0,172.73872563281935
16628,26.0,302.0,77.0,0.0,0.0,0.0,172.73872563281935
16629,25.0,289.0,76.0,0.0,0.0,0.0,172.73872563281935
16630,23.0,17.0,76.0,0.0,0.0,0.0,172.73872563281935
16631,21.0,82.0,76.0,0.0,0.0,0.0,172.73872563281935
16632,22.0,8.0,70.0,0.0,0.0,0.0,172.73872563281935
16633,21.0,38.0,64.0,1.0,0.0,0.0,172.73872563281935
16634,21.0,76.0,63.0,1.0,1.0,0.0,172.73872563281935
16635,25.0,118.0,66.0,0.0,1.0,1.0,172.73872563281935
16636,26.0,130.0,70.0,0.0,0.0,0.0,136.06258890469417
16637,27.0,89.0,70.0,0.0,0.0,0.0,136.06258890469417
16638,26.0,302.0,77.0,0.0,0.0,0.0,136.06258890469417
16639,25.0,289.0,76.0,1.0,0.0,0.0,136.06258890469417
16640,23.0,17.0,76.0,0.0,1.0,0.0,136.06258890469417
16641,21.0,82.0,76.0,0.0,0.0,1.0,136.06258890469417
16642,22.0,8.0,70.0,0.0,0.0,0.0,136.06258890469417
16643,21.0,38.0,64.0,0.0,0.0,0.0,136.06258890469417
16644,21.0,76.0,63.0,0.0,0.0,0.0,136.06258890469417
16645,25.0,118.0,66.0,0.0,0.0,0.0,136.06258890469417
16646,26.0,130.0,70.0,1.0,2.0,0.0,141.60571543339168
16647,27.0,89.0,70.0,7.0,1.0,2.0,141.60571543339168
16648,26.0,302.0,77.0,2.0,7.0,1.0,141.60571543339168
16649,25.0,289.0,76.0,1.0,2.0,7.0,141.60571543339168
16650,23.0,17.0,76.0,3.0,1.0,2.0,141.60571543339168
16651,21.0,82.0,76.0,1.0,3.0,1.0,141.60571543339168
16652,22.0,8.0,70.0,3.0,1.0,3.0,141.60571543339168
16653,21.0,38.0,64.0,0.0,3.0,1.0,141.60571543339168
16654,21.0,76.0,63.0,4.0,0.0,3.0,141.60571543339168
16655,25.0,118.0,66.0,1.0,4.0,0.0,141.60571543339168
16656,26.0,130.0,70.0,5.0,1.0,7.0,84.24440449329747
16657,27.0,89.0,70.0,5.0,5.0,1.0,84.24440449329747
16658,26.0,302.0,77.0,4.0,5.0,5.0,84.24440449329747
16659,25.0,289.0,76.0,4.0,4.0,5.0,84.24440449329747
16660,23.0,17.0,76.0,3.0,4.0,4.0,84.24440449329747
16661,21.0,82.0,76.0,0.0,3.0,4.0,84.24440449329747
16662,22.0,8.0,70.0,1.0,0.0,3.0,84.24440449329747
16663,21.0,38.0,64.0,0.0,1.0,0.0,84.24440449329747
16664,21.0,76.0,63.0,1.0,0.0,1.0,84.24440449329747
16665,25.0,118.0,66.0,0.0,1.0,0.0,84.24440449329747
16666,26.0,130.0,70.0,2.0,0.0,5.0,139.20211827007947
16667,27.0,89.0,70.0,4.0,2.0,0.0,139.20211827007947
16668,26.0,302.0,77.0,1.0,4.0,2.0,139.20211827007947
16669,25.0,289.0,76.0,4.0,1.0,4.0,139.20211827007947
16670,23.0,17.0,76.0,0.0,4.0,1.0,139.20211827007947
16671,21.0,82.0,76.0,0.0,0.0,4.0,139.20211827007947
16672,22.0,8.0,70.0,1.0,0.0,0.0,139.20211827007947
16673,21.0,38.0,64.0,5.0,1.0,0.0,139.20211827007947
16674,21.0,76.0,63.0,2.0,5.0,1.0,139.20211827007947
16675,25.0,118.0,66.0,0.0,2.0,5.0,139.20211827007947
16676,26.0,130.0,70.0,1.0,1.0,3.0,31.43593201845777
16677,27.0,89.0,70.0,2.0,1.0,1.0,31.43593201845777
16678,26.0,302.0,77.0,1.0,2.0,1.0,31.43593201845777
16679,25.0,289.0,76.0,1.0,1.0,2.0,31.43593201845777
16680,23.0,17.0,76.0,0.0,1.0,1.0,31.43593201845777
16681,21.0,82.0,76.0,0.0,0.0,1.0,31.43593201845777
16682,22.0,8.0,70.0,1.0,0.0,0.0,31.43593201845777
16683,21.0,38.0,64.0,0.0,1.0,0.0,31.43593201845777
16684,21.0,76.0,63.0,0.0,0.0,1.0,31.43593201845777
16685,25.0,118.0,66.0,0.0,0.0,0.0,31.43593201845777
16686,26.0,130.0,70.0,4.0,3.0,10.0,22.41687676871624
16687,27.0,89.0,70.0,11.0,4.0,3.0,22.41687676871624
16688,26.0,302.0,77.0,6.0,11.0,4.0,22.41687676871624
16689,25.0,289.0,76.0,2.0,6.0,11.0,22.41687676871624
16690,23.0,17.0,76.0,0.0,2.0,6.0,22.41687676871624
16691,21.0,82.0,76.0,5.0,0.0,2.0,22.41687676871624
16692,22.0,8.0,70.0,1.0,5.0,0.0,22.41687676871624
16693,21.0,38.0,64.0,1.0,1.0,5.0,22.41687676871624
16694,21.0,76.0,63.0,1.0,1.0,1.0,22.41687676871624
16695,25.0,118.0,66.0,1.0,1.0,1.0,22.41687676871624
16696,26.0,130.0,70.0,1.0,0.0,0.0,432.94967687255007
16697,27.0,89.0,70.0,0.0,1.0,0.0,432.94967687255007
16698,26.0,302.0,77.0,0.0,0.0,1.0,432.94967687255007
16699,25.0,289.0,76.0,0.0,0.0,0.0,432.94967687255007
16700,23.0,17.0,76.0,4.0,0.0,0.0,432.94967687255007
16701,21.0,82.0,76.0,1.0,4.0,0.0,432.94967687255007
16702,22.0,8.0,70.0,0.0,1.0,4.0,432.94967687255007
16703,21.0,38.0,64.0,0.0,0.0,1.0,432.94967687255007
16704,21.0,76.0,63.0,0.0,0.0,0.0,432.94967687255007
16705,25.0,118.0,66.0,0.0,0.0,0.0,432.94967687255007
16706,26.0,130.0,70.0,11.0,6.0,9.0,275.2960586617782
16707,27.0,89.0,70.0,11.0,11.0,6.0,275.2960586617782
16708,26.0,302.0,77.0,5.0,11.0,11.0,275.2960586617782
16709,25.0,289.0,76.0,5.0,5.0,11.0,275.2960586617782
16710,23.0,17.0,76.0,3.0,5.0,5.0,275.2960586617782
16711,21.0,82.0,76.0,0.0,3.0,5.0,275.2960586617782
16712,22.0,8.0,70.0,0.0,0.0,3.0,275.2960586617782
16713,21.0,38.0,64.0,4.0,0.0,0.0,275.2960586617782
16714,21.0,76.0,63.0,1.0,4.0,0.0,275.2960586617782
16715,25.0,118.0,66.0,2.0,1.0,4.0,275.2960586617782
16716,26.0,130.0,70.0,0.0,0.0,2.0,138.0145896656535
16717,27.0,89.0,70.0,3.0,0.0,0.0,138.0145896656535
16718,26.0,302.0,77.0,0.0,3.0,0.0,138.0145896656535
16719,25.0,289.0,76.0,3.0,0.0,3.0,138.0145896656535
16720,23.0,17.0,76.0,0.0,3.0,0.0,138.0145896656535
16721,21.0,82.0,76.0,0.0,0.0,3.0,138.0145896656535
16722,22.0,8.0,70.0,0.0,0.0,0.0,138.0145896656535
16723,21.0,38.0,64.0,0.0,0.0,0.0,138.0145896656535
16724,21.0,76.0,63.0,1.0,0.0,0.0,138.0145896656535
16725,25.0,118.0,66.0,0.0,1.0,0.0,138.0145896656535
16726,26.0,130.0,70.0,0.0,1.0,0.0,72.32530120481928
16727,27.0,89.0,70.0,0.0,0.0,1.0,72.32530120481928
