,precipitacao (mm)-1,temperatura (°C)-1,umidade ar (%)-1,t-1,t-2,t-3,densidade_demografica
16728,26.0,302.0,77.0,3.0,0.0,0.0,72.32530120481928
16729,25.0,289.0,76.0,1.0,3.0,0.0,72.32530120481928
16730,23.0,17.0,76.0,0.0,1.0,3.0,72.32530120481928
16731,21.0,82.0,76.0,0.0,0.0,1.0,72.32530120481928
16732,22.0,8.0,70.0,0.0,0.0,0.0,72.32530120481928
16733,21.0,38.0,64.0,0.0,0.0,0.0,72.32530120481928
16734,21.0,76.0,63.0,0.0,0.0,0.0,72.32530120481928
16735,25.0,118.0,66.0,0.0,0.0,0.0,72.32530120481928
16736,26.0,130.0,70.0,2.0,1.0,1.0,17.926803232857218
16737,27.0,89.0,70.0,1.0,2.0,1.0,17.926803232857218
16738,26.0,302.0,77.0,1.0,1.0,2.0,17.926803232857218
16739,25.0,289.0,76.0,0.0,1.0,1.0,17.926803232857218
16740,23.0,17.0,76.0,0.0,0.0,1.0,17.926803232857218
16741,21.0,82.0,76.0,0.0,0.0,0.0,17.926803232857218
16742,22.0,8.0,70.0,0.0,0.0,0.0,17.926803232857218
16743,21.0,38.0,64.0,0.0,0.0,0.0,17.926803232857218
16744,21.0,76.0,63.0,0.0,0.0,0.0,17.926803232857218
16745,25.0,118.0,66.0,0.0,0.0,0.0,17.926803232857218
16746,26.0,130.0,70.0,0.0,0.0,0.0,44.80291199436388
16747,27.0,89.0,70.0,1.0,0.0,0.0,44.80291199436388
16748,26.0,302.0,77.0,0.0,1.0,0.0,44.80291199436388
16749,25.0,289.0,76.0,0.0,0.0,1.0,44.80291199436388
16750,23.0,17.0,76.0,0.0,0.0,0.0,44.80291199436388
16751,21.0,82.0,76.0,0.0,0.0,0.0,44.80291199436388
16752,22.0,8.0,70.0,0.0,0.0,0.0,44.80291199436388
16753,21.0,38.0,64.0,0.0,0.0,0.0,44.80291199436388
16754,21.0,76.0,63.0,0.0,0.0,0.0,44.80291199436388
16755,25.0,118.0,66.0,0.0,0.0,0.0,44.80291199436388
16756,26.0,130.0,70.0,0.0,3.0,0.0,197.306276318428
16757,27.0,89.0,70.0,0.0,0.0,3.0,197.306276318428
16758,26.0,302.0,77.0,0.0,0.0,0.0,197.306276318428
16759,25.0,289.0,76.0,0.0,0.0,0.0,197.306276318428
16760,23.0,17.0,76.0,1.0,0.0,0.0,197.306276318428
16761,21.0,82.0,76.0,0.0,1.0,0.0,197.306276318428
16762,22.0,8.0,70.0,0.0,0.0,1.0,197.306276318428
16763,21.0,38.0,64.0,0.0,0.0,0.0,197.306276318428
16764,21.0,76.0,63.0,0.0,0.0,0.0,197.306276318428
16765,25.0,118.0,66.0,0.0,0.0,0.0,197.306276318428
16766,26.0,130.0,70.0,3.0,1.0,2.0,151.67825565712573
16767,27.0,89.0,70.0,4.0,3.0,1.0,151.67825565712573
16768,26.0,302.0,77.0,0.0,4.0,3.0,151.67825565712573
16769,25.0,289.0,76.0,0.0,0.0,4.0,151.67825565712573
16770,23.0,17.0,76.0,1.0,0.0,0.0,151.67825565712573
16771,21.0,82.0,76.0,0.0,1.0,0.0,151.67825565712573
16772,22.0,8.0,70.0,0.0,0.0,1.0,151.67825565712573
16773,21.0,38.0,64.0,0.0,0.0,0.0,151.67825565712573
16774,21.0,76.0,63.0,0.0,0.0,0.0,151.67825565712573
16775,25.0,118.0,66.0,0.0,0.0,0.0,151.67825565712573
16776,26.0,130.0,70.0,4.0,2.0,2.0,678.0413482019798
16777,27.0,89.0,70.0,3.0,4.0,2.0,678.0413482019798
16778,26.0,302.0,77.0,0.0,3.0,4.0,678.0413482019798
16779,25.0,289.0,76.0,0.0,0.0,3.0,678.0413482019798
16780,23.0,17.0,76.0,0.0,0.0,0.0,678.0413482019798
16781,21.0,82.0,76.0,1.0,0.0,0.0,678.0413482019798
16782,22.0,8.0,70.0,0.0,1.0,0.0,678.0413482019798
16783,21.0,38.0,64.0,0.0,0.0,1.0,678.0413482019798
16784,21.0,76.0,63.0,0.0,0.0,0.0,678.0413482019798
16785,25.0,118.0,66.0,0.0,0.0,0.0,678.0413482019798
16786,26.0,130.0,70.0,1.0,1.0,0.0,133.53104914216306
16787,27.0,89.0,70.0,2.0,1.0,1.0,133.53104914216306
16788,26.0,302.0,77.0,2.0,2.0,1.0,133.53104914216306
16789,25.0,289.0,76.0,0.0,2.0,2.0,133.53104914216306
16790,23.0,17.0,76.0,0.0,0.0,2.0,133.53104914216306
16791,21.0,82.0,76.0,0.0,0.0,0.0,133.53104914216306
16792,22.0,8.0,70.0,0.0,0.0,0.0,133.53104914216306
16793,21.0,38.0,64.0,0.0,0.0,0.0,133.53104914216306
16794,21.0,76.0,63.0,0.0,0.0,0.0,133.53104914216306
16795,25.0,118.0,66.0,0.0,0.0,0.0,133.53104914216306
16796,26.0,130.0,70.0,0.0,0.0,1.0,241.34569602806667
16797,27.0,89.0,70.0,0.0,0.0,0.0,241.34569602806667
16798,26.0,302.0,77.0,0.0,0.0,0.0,241.34569602806667
16799,25.0,289.0,76.0,0.0,0.0,0.0,241.34569602806667
16800,23.0,17.0,76.0,0.0,0.0,0.0,241.34569602806667
16801,21.0,82.0,76.0,0.0,0.0,0.0,241.34569602806667
16802,22.0,8.0,70.0,0.0,0.0,0.0,241.34569602806667
16803,21.0,38.0,64.0,0.0,0.0,0.0,241.34569602806667
16804,21.0,76.0,63.0,0.0,0.0,0.0,241.34569602806667
16805,25.0,118.0,66.0,0.0,0.0,0.0,241.34569602806667
16806,26.0,130.0,70.0,1.0,1.0,1.0,149.14757103574703
16807,27.0,89.0,70.0,1.0,1.0,1.0,149.14757103574703
16808,26.0,302.0,77.0,1.0,1.0,1.0,149.14757103574703
16809,25.0,289.0,76.0,2.0,1.0,1.0,149.14757103574703
16810,23.0,17.0,76.0,1.0,2.0,1.0,149.14757103574703
16811,21.0,82.0,76.0,0.0,1.0,2.0,149.14757103574703
16812,22.0,8.0,70.0,0.0,0.0,1.0,149.14757103574703
16813,21.0,38.0,64.0,0.0,0.0,0.0,149.14757103574703
16814,21.0,76.0,63.0,1.0,0.0,0.0,149.14757103574703
16815,25.0,118.0,66.0,0.0,1.0,0.0,149.14757103574703
16816,26.0,130.0,70.0,0.0,0.0,0.0,163.5967132489654
16817,27.0,89.0,70.0,0.0,0.0,0.0,163.5967132489654
16818,26.0,302.0,77.0,0.0,0.0,0.0,163.5967132489654
16819,25.0,289.0,76.0,0.0,0.0,0.0,163.5967132489654
16820,23.0,17.0,76.0,0.0,0.0,0.0,163.5967132489654
16821,21.0,82.0,76.0,0.0,0.0,0.0,163.5967132489654
16822,22.0,8.0,70.0,0.0,0.0,0.0,163.5967132489654
16823,21.0,38.0,64.0,2.0,0.0,0.0,163.5967132489654
16824,21.0,76.0,63.0,0.0,2.0,0.0,163.5967132489654
16825,25.0,118.0,66.0,0.0,0.0,2.0,163.5967132489654
16826,26.0,130.0,70.0,1.0,0.0,0.0,133.56461324687356
16827,27.0,89.0,70.0,0.0,1.0,0.0,133.56461324687356
16828,26.0,302.0,77.0,0.0,0.0,1.0,133.56461324687356
16829,25.0,289.0,76.0,0.0,0.0,0.0,133.56461324687356
16830,23.0,17.0,76.0,0.0,0.0,0.0,133.56461324687356
16831,21.0,82.0,76.0,0.0,0.0,0.0,133.56461324687356
16832,22.0,8.0,70.0,1.0,0.0,0.0,133.56461324687356
16833,21.0,38.0,64.0,2.0,1.0,0.0,133.56461324687356
16834,21.0,76.0,63.0,0.0,2.0,1.0,133.56461324687356
16835,25.0,118.0,66.0,1.0,0.0,2.0,133.56461324687356
16836,26.0,130.0,70.0,0.0,0.0,0.0,104.36072727272727
16837,27.0,89.0,70.0,0.0,0.0,0.0,104.36072727272727
16838,26.0,302.0,77.0,0.0,0.0,0.0,104.36072727272727
16839,25.0,289.0,76.0,0.0,0.0,0.0,104.36072727272727
16840,23.0,17.0,76.0,0.0,0.0,0.0,104.36072727272727
16841,21.0,82.0,76.0,0.0,0.0,0.0,104.36072727272727
16842,22.0,8.0,70.0,0.0,0.0,0.0,104.36072727272727
16843,21.0,38.0,64.0,0.0,0.0,0.0,104.36072727272727
16844,21.0,76.0,63.0,1.0,0.0,0.0,104.36072727272727
16845,25.0,118.0,66.0,0.0,1.0,0.0,104.36072727272727
16846,26.0,130.0,70.0,2.0,0.0,0.0,217.79205957343484
16847,27.0,89.0,70.0,0.0,2.0,0.0,217.79205957343484
16848,26.0,302.0,77.0,1.0,0.0,2.0,217.79205957343484
16849,25.0,289.0,76.0,1.0,1.0,0.0,217.79205957343484
16850,23.0,17.0,76.0,0.0,1.0,1.0,217.79205957343484
16851,21.0,82.0,76.0,0.0,0.0,1.0,217.79205957343484
16852,22.0,8.0,70.0,0.0,0.0,0.0,217.79205957343484
16853,21.0,38.0,64.0,0.0,0.0,0.0,217.79205957343484
16854,21.0,76.0,63.0,0.0,0.0,0.0,217.79205957343484
16855,25.0,118.0,66.0,0.0,0.0,0.0,217.79205957343484
16856,26.0,130.0,70.0,0.0,0.0,0.0,168.34278280665615
16857,27.0,89.0,70.0,3.0,0.0,0.0,168.34278280665615
16858,26.0,302.0,77.0,2.0,3.0,0.0,168.34278280665615
16859,25.0,289.0,76.0,1.0,2.0,3.0,168.34278280665615
16860,23.0,17.0,76.0,0.0,1.0,2.0,168.34278280665615
16861,21.0,82.0,76.0,0.0,0.0,1.0,168.34278280665615
16862,22.0,8.0,70.0,0.0,0.0,0.0,168.34278280665615
16863,21.0,38.0,64.0,0.0,0.0,0.0,168.34278280665615
16864,21.0,76.0,63.0,1.0,0.0,0.0,168.34278280665615
16865,25.0,118.0,66.0,0.0,1.0,0.0,168.34278280665615
16866,26.0,130.0,70.0,0.0,2.0,2.0,177.50567331369805
16867,27.0,89.0,70.0,0.0,0.0,2.0,177.50567331369805
16868,26.0,302.0,77.0,1.0,0.0,0.0,177.50567331369805
16869,25.0,289.0,76.0,0.0,1.0,0.0,177.50567331369805
16870,23.0,17.0,76.0,0.0,0.0,1.0,177.50567331369805
16871,21.0,82.0,76.0,0.0,0.0,0.0,177.50567331369805
16872,22.0,8.0,70.0,0.0,0.0,0.0,177.50567331369805
16873,21.0,38.0,64.0,0.0,0.0,0.0,177.50567331369805
16874,21.0,76.0,63.0,1.0,0.0,0.0,177.50567331369805
16875,25.0,118.0,66.0,0.0,1.0,0.0,177.50567331369805
16876,26.0,130.0,70.0,3.0,7.0,3.0,37.27335327157342
16877,27.0,89.0,70.0,10.0,3.0,7.0,37.27335327157342
16878,26.0,302.0,77.0,2.0,10.0,3.0,37.27335327157342
16879,25.0,289.0,76.0,8.0,2.0,10.0,37.27335327157342
16880,23.0,17.0,76.0,3.0,8.0,2.0,37.27335327157342
16881,21.0,82.0,76.0,4.0,3.0,8.0,37.27335327157342
16882,22.0,8.0,70.0,1.0,4.0,3.0,37.27335327157342
16883,21.0,38.0,64.0,1.0,1.0,4.0,37.27335327157342
16884,21.0,76.0,63.0,0.0,1.0,1.0,37.27335327157342
16885,25.0,118.0,66.0,0.0,0.0,1.0,37.27335327157342
16886,26.0,130.0,70.0,1.0,2.0,2.0,142.55875703892474
16887,27.0,89.0,70.0,2.0,1.0,2.0,142.55875703892474
16888,26.0,302.0,77.0,1.0,2.0,1.0,142.55875703892474
16889,25.0,289.0,76.0,2.0,1.0,2.0,142.55875703892474
16890,23.0,17.0,76.0,2.0,2.0,1.0,142.55875703892474
16891,21.0,82.0,76.0,0.0,2.0,2.0,142.55875703892474
16892,22.0,8.0,70.0,0.0,0.0,2.0,142.55875703892474
16893,21.0,38.0,64.0,0.0,0.0,0.0,142.55875703892474
16894,21.0,76.0,63.0,0.0,0.0,0.0,142.55875703892474
16895,25.0,118.0,66.0,1.0,0.0,0.0,142.55875703892474
16896,26.0,130.0,70.0,0.0,0.0,0.0,21.280881749428392
16897,27.0,89.0,70.0,2.0,0.0,0.0,21.280881749428392
16898,26.0,302.0,77.0,0.0,2.0,0.0,21.280881749428392
16899,25.0,289.0,76.0,0.0,0.0,2.0,21.280881749428392
16900,23.0,17.0,76.0,1.0,0.0,0.0,21.280881749428392
16901,21.0,82.0,76.0,0.0,1.0,0.0,21.280881749428392
16902,22.0,8.0,70.0,2.0,0.0,1.0,21.280881749428392
16903,21.0,38.0,64.0,0.0,2.0,0.0,21.280881749428392
16904,21.0,76.0,63.0,0.0,0.0,2.0,21.280881749428392
16905,25.0,118.0,66.0,0.0,0.0,0.0,21.280881749428392
16906,26.0,130.0,70.0,0.0,0.0,0.0,117.54704276615104
16907,27.0,89.0,70.0,1.0,0.0,0.0,117.54704276615104
16908,26.0,302.0,77.0,0.0,1.0,0.0,117.54704276615104
16909,25.0,289.0,76.0,0.0,0.0,1.0,117.54704276615104
16910,23.0,17.0,76.0,0.0,0.0,0.0,117.54704276615104
16911,21.0,82.0,76.0,0.0,0.0,0.0,117.54704276615104
16912,22.0,8.0,70.0,0.0,0.0,0.0,117.54704276615104
16913,21.0,38.0,64.0,0.0,0.0,0.0,117.54704276615104
16914,21.0,76.0,63.0,0.0,0.0,0.0,117.54704276615104
16915,25.0,118.0,66.0,0.0,0.0,0.0,117.54704276615104
16916,26.0,130.0,70.0,1.0,3.0,0.0,72.47928721388705
16917,27.0,89.0,70.0,1.0,1.0,3.0,72.47928721388705
16918,26.0,302.0,77.0,0.0,1.0,1.0,72.47928721388705
16919,25.0,289.0,76.0,0.0,0.0,1.0,72.47928721388705
16920,23.0,17.0,76.0,0.0,0.0,0.0,72.47928721388705
16921,21.0,82.0,76.0,0.0,0.0,0.0,72.47928721388705
16922,22.0,8.0,70.0,0.0,0.0,0.0,72.47928721388705
16923,21.0,38.0,64.0,0.0,0.0,0.0,72.47928721388705
16924,21.0,76.0,63.0,0.0,0.0,0.0,72.47928721388705
16925,25.0,118.0,66.0,0.0,0.0,0.0,72.47928721388705
16926,26.0,130.0,70.0,0.0,0.0,0.0,115.14494264859228
16927,27.0,89.0,70.0,0.0,0.0,0.0,115.14494264859228
16928,26.0,302.0,77.0,0.0,0.0,0.0,115.14494264859228
16929,25.0,289.0,76.0,0.0,0.0,0.0,115.14494264859228
16930,23.0,17.0,76.0,0.0,0.0,0.0,115.14494264859228
16931,21.0,82.0,76.0,0.0,0.0,0.0,115.14494264859228
16932,22.0,8.0,70.0,0.0,0.0,0.0,115.14494264859228
16933,21.0,38.0,64.0,0.0,0.0,0.0,115.14494264859228
16934,21.0,76.0,63.0,0.0,0.0,0.0,115.14494264859228
16935,25.0,118.0,66.0,0.0,0.0,0.0,115.14494264859228
16936,26.0,130.0,70.0,2.0,0.0,1.0,126.49854416825085
16937,27.0,89.0,70.0,3.0,2.0,0.0,126.49854416825085
16938,26.0,302.0,77.0,1.0,3.0,2.0,126.49854416825085
16939,25.0,289.0,76.0,0.0,1.0,3.0,126.49854416825085
16940,23.0,17.0,76.0,0.0,0.0,1.0,126.49854416825085
16941,21.0,82.0,76.0,0.0,0.0,0.0,126.49854416825085
16942,22.0,8.0,70.0,0.0,0.0,0.0,126.49854416825085
16943,21.0,38.0,64.0,0.0,0.0,0.0,126.49854416825085
16944,21.0,76.0,63.0,2.0,0.0,0.0,126.49854416825085
16945,25.0,118.0,66.0,0.0,2.0,0.0,126.49854416825085
16946,26.0,130.0,70.0,3.0,2.0,1.0,132.4162633791374
16947,27.0,89.0,70.0,0.0,3.0,2.0,132.4162633791374
16948,26.0,302.0,77.0,0.0,0.0,3.0,132.4162633791374
16949,25.0,289.0,76.0,1.0,0.0,0.0,132.4162633791374
16950,23.0,17.0,76.0,2.0,1.0,0.0,132.4162633791374
16951,21.0,82.0,76.0,0.0,2.0,1.0,132.4162633791374
16952,22.0,8.0,70.0,0.0,0.0,2.0,132.4162633791374
16953,21.0,38.0,64.0,0.0,0.0,0.0,132.4162633791374
16954,21.0,76.0,63.0,0.0,0.0,0.0,132.4162633791374
16955,25.0,118.0,66.0,0.0,0.0,0.0,132.4162633791374
16956,26.0,130.0,70.0,0.0,0.0,0.0,120.52234313498496
16957,27.0,89.0,70.0,0.0,0.0,0.0,120.52234313498496
16958,26.0,302.0,77.0,0.0,0.0,0.0,120.52234313498496
16959,25.0,289.0,76.0,1.0,0.0,0.0,120.52234313498496
16960,23.0,17.0,76.0,0.0,1.0,0.0,120.52234313498496
16961,21.0,82.0,76.0,0.0,0.0,1.0,120.52234313498496
16962,22.0,8.0,70.0,0.0,0.0,0.0,120.52234313498496
16963,21.0,38.0,64.0,1.0,0.0,0.0,120.52234313498496
16964,21.0,76.0,63.0,0.0,1.0,0.0,120.52234313498496
16965,25.0,118.0,66.0,1.0,0.0,1.0,120.52234313498496
16966,26.0,130.0,70.0,1.0,0.0,0.0,160.25920278806362
16967,27.0,89.0,70.0,1.0,1.0,0.0,160.25920278806362
16968,26.0,302.0,77.0,0.0,1.0,1.0,160.25920278806362
16969,25.0,289.0,76.0,0.0,0.0,1.0,160.25920278806362
16970,23.0,17.0,76.0,0.0,0.0,0.0,160.25920278806362
16971,21.0,82.0,76.0,0.0,0.0,0.0,160.25920278806362
16972,22.0,8.0,70.0,0.0,0.0,0.0,160.25920278806362
16973,21.0,38.0,64.0,0.0,0.0,0.0,160.25920278806362
16974,21.0,76.0,63.0,0.0,0.0,0.0,160.25920278806362
16975,25.0,118.0,66.0,0.0,0.0,0.0,160.25920278806362
16976,26.0,130.0,70.0,2.0,0.0,0.0,106.58270769230772
16977,27.0,89.0,70.0,1.0,2.0,0.0,106.58270769230772
16978,26.0,302.0,77.0,0.0,1.0,2.0,106.58270769230772
16979,25.0,289.0,76.0,1.0,0.0,1.0,106.58270769230772
16980,23.0,17.0,76.0,1.0,1.0,0.0,106.58270769230772
16981,21.0,82.0,76.0,0.0,1.0,1.0,106.58270769230772
16982,22.0,8.0,70.0,0.0,0.0,1.0,106.58270769230772
16983,21.0,38.0,64.0,0.0,0.0,0.0,106.58270769230772
16984,21.0,76.0,63.0,0.0,0.0,0.0,106.58270769230772
16985,25.0,118.0,66.0,0.0,0.0,0.0,106.58270769230772
16986,26.0,130.0,70.0,0.0,0.0,1.0,129.94804834004722
16987,27.0,89.0,70.0,1.0,0.0,0.0,129.94804834004722
16988,26.0,302.0,77.0,0.0,1.0,0.0,129.94804834004722
16989,25.0,289.0,76.0,0.0,0.0,1.0,129.94804834004722
16990,23.0,17.0,76.0,0.0,0.0,0.0,129.94804834004722
16991,21.0,82.0,76.0,0.0,0.0,0.0,129.94804834004722
16992,22.0,8.0,70.0,0.0,0.0,0.0,129.94804834004722
16993,21.0,38.0,64.0,0.0,0.0,0.0,129.94804834004722
16994,21.0,76.0,63.0,0.0,0.0,0.0,129.94804834004722
16995,25.0,118.0,66.0,0.0,0.0,0.0,129.94804834004722
16996,26.0,130.0,70.0,1.0,0.0,2.0,77.89398214533512
16997,27.0,89.0,70.0,0.0,1.0,0.0,77.89398214533512
16998,26.0,302.0,77.0,0.0,0.0,1.0,77.89398214533512
16999,25.0,289.0,76.0,0.0,0.0,0.0,77.89398214533512
17000,23.0,17.0,76.0,0.0,0.0,0.0,77.89398214533512
17001,21.0,82.0,76.0,0.0,0.0,0.0,77.89398214533512
17002,22.0,8.0,70.0,0.0,0.0,0.0,77.89398214533512
17003,21.0,38.0,64.0,0.0,0.0,0.0,77.89398214533512
17004,21.0,76.0,63.0,0.0,0.0,0.0,77.89398214533512
17005,25.0,118.0,66.0,0.0,0.0,0.0,77.89398214533512
17006,26.0,130.0,70.0,2.0,0.0,0.0,157.70667621263647
17007,27.0,89.0,70.0,4.0,2.0,0.0,157.70667621263647
17008,26.0,302.0,77.0,0.0,4.0,2.0,157.70667621263647
17009,25.0,289.0,76.0,3.0,0.0,4.0,157.70667621263647
17010,23.0,17.0,76.0,1.0,3.0,0.0,157.70667621263647
17011,21.0,82.0,76.0,1.0,1.0,3.0,157.70667621263647
17012,22.0,8.0,70.0,0.0,1.0,1.0,157.70667621263647
17013,21.0,38.0,64.0,0.0,0.0,1.0,157.70667621263647
17014,21.0,76.0,63.0,0.0,0.0,0.0,157.70667621263647
17015,25.0,118.0,66.0,0.0,0.0,0.0,157.70667621263647
17016,26.0,130.0,70.0,4.0,8.0,2.0,74.66467594476131
17017,27.0,89.0,70.0,5.0,4.0,8.0,74.66467594476131
17018,26.0,302.0,77.0,3.0,5.0,4.0,74.66467594476131
17019,25.0,289.0,76.0,2.0,3.0,5.0,74.66467594476131
17020,23.0,17.0,76.0,1.0,2.0,3.0,74.66467594476131
17021,21.0,82.0,76.0,2.0,1.0,2.0,74.66467594476131
17022,22.0,8.0,70.0,0.0,2.0,1.0,74.66467594476131
17023,21.0,38.0,64.0,0.0,0.0,2.0,74.66467594476131
17024,21.0,76.0,63.0,0.0,0.0,0.0,74.66467594476131
17025,25.0,118.0,66.0,1.0,0.0,0.0,74.66467594476131
17026,26.0,130.0,70.0,1.0,0.0,1.0,126.7815968106885
17027,27.0,89.0,70.0,1.0,1.0,0.0,126.7815968106885
17028,26.0,302.0,77.0,0.0,1.0,1.0,126.7815968106885
17029,25.0,289.0,76.0,0.0,0.0,1.0,126.7815968106885
17030,23.0,17.0,76.0,0.0,0.0,0.0,126.7815968106885
17031,21.0,82.0,76.0,0.0,0.0,0.0,126.7815968106885
17032,22.0,8.0,70.0,0.0,0.0,0.0,126.7815968106885
17033,21.0,38.0,64.0,0.0,0.0,0.0,126.7815968106885
17034,21.0,76.0,63.0,0.0,0.0,0.0,126.7815968106885
17035,25.0,118.0,66.0,1.0,0.0,0.0,126.7815968106885
17036,26.0,130.0,70.0,0.0,1.0,1.0,149.53375218479852
17037,27.0,89.0,70.0,2.0,0.0,1.0,149.53375218479852
17038,26.0,302.0,77.0,1.0,2.0,0.0,149.53375218479852
17039,25.0,289.0,76.0,0.0,1.0,2.0,149.53375218479852
17040,23.0,17.0,76.0,0.0,0.0,1.0,149.53375218479852
17041,21.0,82.0,76.0,0.0,0.0,0.0,149.53375218479852
17042,22.0,8.0,70.0,0.0,0.0,0.0,149.53375218479852
17043,21.0,38.0,64.0,0.0,0.0,0.0,149.53375218479852
17044,21.0,76.0,63.0,0.0,0.0,0.0,149.53375218479852
17045,25.0,118.0,66.0,0.0,0.0,0.0,149.53375218479852
17046,26.0,130.0,70.0,1.0,0.0,0.0,141.40649214659686
17047,27.0,89.0,70.0,6.0,1.0,0.0,141.40649214659686
17048,26.0,302.0,77.0,5.0,6.0,1.0,141.40649214659686
17049,25.0,289.0,76.0,11.0,5.0,6.0,141.40649214659686
17050,23.0,17.0,76.0,2.0,11.0,5.0,141.40649214659686
17051,21.0,82.0,76.0,1.0,2.0,11.0,141.40649214659686
17052,22.0,8.0,70.0,0.0,1.0,2.0,141.40649214659686
17053,21.0,38.0,64.0,0.0,0.0,1.0,141.40649214659686
17054,21.0,76.0,63.0,1.0,0.0,0.0,141.40649214659686
17055,25.0,118.0,66.0,0.0,1.0,0.0,141.40649214659686
17056,26.0,130.0,70.0,0.0,0.0,1.0,104.18755718206772
17057,27.0,89.0,70.0,0.0,0.0,0.0,104.18755718206772
17058,26.0,302.0,77.0,0.0,0.0,0.0,104.18755718206772
17059,25.0,289.0,76.0,0.0,0.0,0.0,104.18755718206772
17060,23.0,17.0,76.0,0.0,0.0,0.0,104.18755718206772
17061,21.0,82.0,76.0,0.0,0.0,0.0,104.18755718206772
17062,22.0,8.0,70.0,0.0,0.0,0.0,104.18755718206772
17063,21.0,38.0,64.0,0.0,0.0,0.0,104.18755718206772
17064,21.0,76.0,63.0,0.0,0.0,0.0,104.18755718206772
17065,25.0,118.0,66.0,0.0,0.0,0.0,104.18755718206772
17066,26.0,130.0,70.0,7.0,5.0,1.0,165.32040045726953
17067,27.0,89.0,70.0,4.0,7.0,5.0,165.32040045726953
17068,26.0,302.0,77.0,2.0,4.0,7.0,165.32040045726953
17069,25.0,289.0,76.0,1.0,2.0,4.0,165.32040045726953
17070,23.0,17.0,76.0,0.0,1.0,2.0,165.32040045726953
17071,21.0,82.0,76.0,0.0,0.0,1.0,165.32040045726953
17072,22.0,8.0,70.0,0.0,0.0,0.0,165.32040045726953
17073,21.0,38.0,64.0,0.0,0.0,0.0,165.32040045726953
17074,21.0,76.0,63.0,0.0,0.0,0.0,165.32040045726953
17075,25.0,118.0,66.0,0.0,0.0,0.0,165.32040045726953
17076,26.0,130.0,70.0,0.0,0.0,0.0,514.9905020352782
17077,27.0,89.0,70.0,0.0,0.0,0.0,514.9905020352782
17078,26.0,302.0,77.0,0.0,0.0,0.0,514.9905020352782
17079,25.0,289.0,76.0,1.0,0.0,0.0,514.9905020352782
17080,23.0,17.0,76.0,0.0,1.0,0.0,514.9905020352782
17081,21.0,82.0,76.0,0.0,0.0,1.0,514.9905020352782
17082,22.0,8.0,70.0,0.0,0.0,0.0,514.9905020352782
17083,21.0,38.0,64.0,0.0,0.0,0.0,514.9905020352782
17084,21.0,76.0,63.0,0.0,0.0,0.0,514.9905020352782
17085,25.0,118.0,66.0,0.0,0.0,0.0,514.9905020352782
17086,26.0,130.0,70.0,1.0,1.0,1.0,85.70723856430939
17087,27.0,89.0,70.0,3.0,1.0,1.0,85.70723856430939
17088,26.0,302.0,77.0,1.0,3.0,1.0,85.70723856430939
17089,25.0,289.0,76.0,3.0,1.0,3.0,85.70723856430939
17090,23.0,17.0,76.0,1.0,3.0,1.0,85.70723856430939
17091,21.0,82.0,76.0,1.0,1.0,3.0,85.70723856430939
17092,22.0,8.0,70.0,0.0,1.0,1.0,85.70723856430939
17093,21.0,38.0,64.0,0.0,0.0,1.0,85.70723856430939
17094,21.0,76.0,63.0,1.0,0.0,0.0,85.70723856430939
17095,25.0,118.0,66.0,0.0,1.0,0.0,85.70723856430939
17096,26.0,130.0,70.0,4.0,4.0,3.0,53.81826049329296
17097,27.0,89.0,70.0,10.0,4.0,4.0,53.81826049329296
17098,26.0,302.0,77.0,8.0,10.0,4.0,53.81826049329296
17099,25.0,289.0,76.0,5.0,8.0,10.0,53.81826049329296
17100,23.0,17.0,76.0,1.0,5.0,8.0,53.81826049329296
17101,21.0,82.0,76.0,1.0,1.0,5.0,53.81826049329296
17102,22.0,8.0,70.0,1.0,1.0,1.0,53.81826049329296
17103,21.0,38.0,64.0,0.0,1.0,1.0,53.81826049329296
17104,21.0,76.0,63.0,1.0,0.0,1.0,53.81826049329296
17105,25.0,118.0,66.0,1.0,1.0,0.0,53.81826049329296
17106,26.0,130.0,70.0,6.0,8.0,9.0,67.39540825378802
17107,27.0,89.0,70.0,2.0,6.0,8.0,67.39540825378802
17108,26.0,302.0,77.0,2.0,2.0,6.0,67.39540825378802
17109,25.0,289.0,76.0,3.0,2.0,2.0,67.39540825378802
17110,23.0,17.0,76.0,3.0,3.0,2.0,67.39540825378802
17111,21.0,82.0,76.0,0.0,3.0,3.0,67.39540825378802
17112,22.0,8.0,70.0,1.0,0.0,3.0,67.39540825378802
17113,21.0,38.0,64.0,0.0,1.0,0.0,67.39540825378802
17114,21.0,76.0,63.0,2.0,0.0,1.0,67.39540825378802
17115,25.0,118.0,66.0,2.0,2.0,0.0,67.39540825378802
17116,26.0,130.0,70.0,2.0,0.0,3.0,51.30243099754728
17117,27.0,89.0,70.0,1.0,2.0,0.0,51.30243099754728
17118,26.0,302.0,77.0,0.0,1.0,2.0,51.30243099754728
17119,25.0,289.0,76.0,1.0,0.0,1.0,51.30243099754728
17120,23.0,17.0,76.0,1.0,1.0,0.0,51.30243099754728
17121,21.0,82.0,76.0,0.0,1.0,1.0,51.30243099754728
17122,22.0,8.0,70.0,1.0,0.0,1.0,51.30243099754728
17123,21.0,38.0,64.0,0.0,1.0,0.0,51.30243099754728
17124,21.0,76.0,63.0,0.0,0.0,1.0,51.30243099754728
17125,25.0,118.0,66.0,0.0,0.0,0.0,51.30243099754728
