,dengue_diagnosis
14152,24.0
14153,7.0
14154,4.0
14155,3.0
14156,2.0
14157,2.0
14158,0.0
14159,0.0
14160,3.0
14161,0.0
14162,2.0
14163,9.0
14164,14.0
14165,7.0
14166,2.0
14167,0.0
14168,1.0
14169,2.0
14170,0.0
14171,1.0
14172,5.0
14173,0.0
14174,10.0
14175,36.0
14176,15.0
14177,11.0
14178,7.0
14179,1.0
14180,1.0
14181,1.0
14182,1.0
14183,1.0
14184,6.0
14185,4.0
14186,10.0
14187,12.0
14188,22.0
14189,26.0
14190,11.0
14191,5.0
14192,2.0
14193,2.0
14194,1.0
14195,0.0
14196,2.0
14197,2.0
14198,4.0
14199,15.0
14200,21.0
14201,4.0
14202,3.0
14203,2.0
14204,0.0
14205,1.0
14206,0.0
14207,0.0
14208,0.0
14209,0.0
14210,0.0
14211,0.0
14212,0.0
14213,0.0
14214,0.0
14215,0.0
14216,0.0
14217,0.0
14218,0.0
14219,0.0
14220,1.0
14221,0.0
14222,2.0
14223,6.0
14224,24.0
14225,13.0
14226,1.0
14227,0.0
14228,3.0
14229,0.0
14230,3.0
14231,0.0
14232,25.0
14233,32.0
14234,106.0
14235,281.0
14236,411.0
14237,267.0
14238,78.0
14239,30.0
14240,18.0
14241,20.0
14242,14.0
14243,24.0
14244,0.0
14245,0.0
14246,0.0
14247,0.0
14248,1.0
14249,1.0
14250,0.0
14251,0.0
14252,0.0
14253,0.0
14254,0.0
14255,0.0
14256,5.0
14257,1.0
14258,17.0
14259,24.0
14260,57.0
14261,25.0
14262,4.0
14263,1.0
14264,1.0
14265,1.0
14266,1.0
14267,1.0
14268,1.0
14269,1.0
14270,3.0
14271,5.0
14272,3.0
14273,1.0
14274,1.0
14275,0.0
14276,0.0
14277,0.0
14278,1.0
14279,1.0
14280,5.0
14281,0.0
14282,7.0
14283,5.0
14284,11.0
14285,13.0
14286,2.0
14287,1.0
14288,2.0
14289,0.0
14290,1.0
14291,0.0
14292,1.0
14293,0.0
14294,0.0
14295,7.0
14296,13.0
14297,7.0
14298,5.0
14299,0.0
14300,0.0
14301,1.0
14302,1.0
14303,1.0
14304,0.0
14305,0.0
14306,0.0
14307,3.0
14308,16.0
14309,8.0
14310,4.0
14311,1.0
14312,0.0
14313,0.0
14314,0.0
14315,0.0
14316,14.0
14317,18.0
14318,15.0
14319,21.0
14320,14.0
14321,16.0
14322,0.0
14323,0.0
14324,3.0
14325,0.0
14326,1.0
14327,6.0
14328,0.0
14329,0.0
14330,9.0
14331,10.0
14332,29.0
14333,17.0
14334,8.0
14335,0.0
14336,1.0
14337,0.0
14338,0.0
14339,1.0
14340,9.0
14341,1.0
14342,2.0
14343,2.0
14344,12.0
14345,6.0
14346,2.0
14347,1.0
14348,0.0
14349,0.0
14350,1.0
14351,0.0
14352,9.0
14353,14.0
14354,34.0
14355,113.0
14356,84.0
14357,12.0
14358,19.0
14359,9.0
14360,1.0
14361,6.0
14362,0.0
14363,0.0
14364,0.0
14365,0.0
14366,0.0
14367,1.0
14368,4.0
14369,0.0
14370,0.0
14371,0.0
14372,0.0
14373,0.0
14374,0.0
14375,0.0
14376,6.0
14377,11.0
14378,21.0
14379,57.0
14380,126.0
14381,42.0
14382,13.0
14383,4.0
14384,0.0
14385,0.0
14386,1.0
14387,6.0
14388,3.0
14389,4.0
14390,10.0
14391,26.0
14392,15.0
14393,11.0
14394,12.0
14395,1.0
14396,1.0
14397,0.0
14398,2.0
14399,0.0
14400,6.0
14401,9.0
14402,31.0
14403,36.0
14404,27.0
14405,5.0
14406,0.0
14407,1.0
14408,1.0
14409,0.0
14410,0.0
14411,0.0
14412,2.0
14413,0.0
14414,4.0
14415,6.0
14416,6.0
14417,3.0
14418,0.0
14419,1.0
14420,0.0
14421,0.0
14422,0.0
14423,0.0
14424,0.0
14425,0.0
14426,0.0
14427,0.0
14428,4.0
14429,1.0
14430,1.0
14431,0.0
14432,0.0
14433,0.0
14434,0.0
14435,1.0
14436,1.0
14437,1.0
14438,3.0
14439,2.0
14440,11.0
14441,6.0
14442,3.0
14443,2.0
14444,0.0
14445,2.0
14446,1.0
14447,0.0
14448,0.0
14449,0.0
14450,0.0
14451,1.0
14452,1.0
14453,3.0
14454,0.0
14455,0.0
14456,1.0
14457,0.0
14458,0.0
14459,0.0
14460,1.0
14461,3.0
14462,6.0
14463,10.0
14464,16.0
14465,6.0
14466,3.0
14467,1.0
14468,0.0
14469,1.0
14470,2.0
14471,2.0
14472,1.0
14473,2.0
14474,12.0
14475,41.0
14476,74.0
14477,22.0
14478,8.0
14479,2.0
14480,0.0
14481,2.0
14482,0.0
14483,1.0
14484,11.0
14485,2.0
14486,16.0
14487,51.0
14488,49.0
14489,18.0
14490,7.0
14491,0.0
14492,1.0
14493,0.0
14494,1.0
14495,1.0
14496,4.0
14497,4.0
14498,2.0
14499,8.0
14500,21.0
14501,12.0
14502,4.0
14503,0.0
14504,0.0
14505,0.0
14506,0.0
14507,0.0
14508,5.0
14509,5.0
14510,20.0
14511,33.0
14512,27.0
14513,6.0
14514,0.0
14515,0.0
14516,0.0
14517,2.0
14518,2.0
14519,7.0
14520,1.0
14521,0.0
14522,1.0
14523,4.0
14524,3.0
14525,1.0
14526,0.0
14527,1.0
14528,0.0
14529,0.0
14530,0.0
14531,0.0
14532,2.0
14533,3.0
14534,47.0
14535,35.0
14536,12.0
14537,1.0
14538,1.0
14539,1.0
14540,0.0
14541,0.0
14542,0.0
14543,0.0
14544,0.0
14545,0.0
14546,0.0
14547,0.0
14548,0.0
14549,0.0
14550,0.0
14551,0.0
14552,0.0
14553,0.0
14554,0.0
14555,0.0
14556,0.0
14557,3.0
14558,23.0
14559,41.0
14560,24.0
14561,5.0
14562,2.0
14563,1.0
14564,0.0
14565,1.0
14566,2.0
14567,1.0
14568,2.0
14569,1.0
14570,7.0
14571,16.0
14572,18.0
14573,10.0
14574,6.0
14575,2.0
14576,0.0
14577,0.0
14578,0.0
14579,1.0
14580,0.0
14581,0.0
14582,3.0
14583,13.0
14584,7.0
14585,3.0
14586,0.0
14587,0.0
14588,0.0
14589,0.0
14590,2.0
14591,0.0
14592,2.0
14593,0.0
14594,0.0
14595,22.0
14596,48.0
14597,8.0
14598,8.0
14599,0.0
14600,3.0
14601,0.0
14602,1.0
14603,0.0
14604,0.0
14605,0.0
14606,0.0
14607,3.0
14608,0.0
14609,2.0
14610,0.0
14611,1.0
14612,0.0
14613,0.0
14614,0.0
14615,0.0
14616,1.0
14617,1.0
14618,7.0
14619,21.0
14620,25.0
14621,9.0
14622,1.0
14623,0.0
14624,2.0
14625,0.0
14626,2.0
14627,1.0
14628,2.0
14629,3.0
14630,44.0
14631,170.0
14632,144.0
14633,50.0
14634,26.0
14635,11.0
14636,1.0
14637,7.0
14638,1.0
14639,5.0
14640,20.0
14641,6.0
14642,17.0
14643,39.0
14644,25.0
14645,12.0
14646,13.0
14647,5.0
14648,3.0
14649,5.0
14650,0.0
14651,2.0
14652,1.0
14653,1.0
14654,19.0
14655,12.0
14656,30.0
14657,7.0
14658,0.0
14659,1.0
14660,1.0
14661,3.0
14662,1.0
14663,1.0
14664,14.0
14665,12.0
14666,79.0
14667,94.0
14668,50.0
14669,7.0
14670,3.0
14671,3.0
14672,1.0
14673,10.0
14674,3.0
14675,4.0
14676,2.0
14677,1.0
14678,3.0
14679,39.0
14680,16.0
14681,2.0
14682,0.0
14683,0.0
14684,0.0
14685,0.0
14686,0.0
14687,1.0
14688,30.0
14689,19.0
14690,67.0
14691,209.0
14692,236.0
14693,84.0
14694,46.0
14695,18.0
14696,4.0
14697,9.0
14698,6.0
14699,11.0
14700,3.0
14701,3.0
14702,18.0
14703,32.0
14704,19.0
14705,11.0
14706,6.0
14707,1.0
14708,0.0
14709,2.0
14710,0.0
14711,0.0
14712,0.0
14713,0.0
14714,8.0
14715,5.0
14716,7.0
14717,2.0
14718,1.0
14719,0.0
14720,0.0
14721,0.0
14722,1.0
14723,0.0
14724,2.0
14725,0.0
14726,5.0
14727,10.0
14728,23.0
14729,2.0
14730,0.0
14731,1.0
14732,1.0
14733,1.0
14734,1.0
14735,2.0
14736,0.0
14737,1.0
14738,1.0
14739,1.0
14740,9.0
14741,4.0
14742,1.0
14743,0.0
14744,0.0
14745,0.0
14746,0.0
14747,0.0
14748,0.0
14749,0.0
14750,0.0
14751,7.0
14752,4.0
14753,2.0
14754,4.0
14755,0.0
14756,0.0
14757,0.0
14758,3.0
14759,0.0
14760,1.0
14761,0.0
14762,7.0
14763,12.0
14764,14.0
14765,7.0
14766,1.0
14767,1.0
14768,1.0
14769,2.0
14770,1.0
14771,3.0
14772,8.0
14773,4.0
14774,24.0
14775,24.0
14776,76.0
14777,31.0
14778,22.0
14779,1.0
14780,2.0
14781,2.0
14782,2.0
14783,4.0
14784,0.0
14785,0.0
14786,2.0
14787,19.0
14788,24.0
14789,7.0
14790,3.0
14791,6.0
14792,2.0
14793,0.0
14794,1.0
14795,1.0
14796,1.0
14797,2.0
14798,0.0
14799,6.0
14800,8.0
14801,3.0
14802,1.0
14803,0.0
14804,1.0
14805,1.0
14806,0.0
14807,0.0
14808,2.0
14809,0.0
14810,3.0
14811,9.0
14812,12.0
14813,11.0
14814,5.0
14815,2.0
14816,0.0
14817,1.0
14818,1.0
14819,1.0
14820,1.0
14821,0.0
14822,1.0
14823,2.0
14824,7.0
14825,5.0
14826,2.0
14827,0.0
14828,1.0
14829,0.0
14830,0.0
14831,0.0
14832,5.0
14833,1.0
14834,3.0
14835,12.0
14836,18.0
14837,4.0
14838,3.0
14839,1.0
14840,1.0
14841,0.0
14842,0.0
14843,1.0
14844,1.0
14845,3.0
14846,5.0
14847,38.0
14848,37.0
14849,2.0
14850,1.0
14851,2.0
14852,0.0
14853,0.0
14854,0.0
14855,0.0
14856,1.0
14857,4.0
14858,17.0
14859,42.0
14860,21.0
14861,6.0
14862,7.0
14863,3.0
14864,0.0
14865,0.0
14866,0.0
14867,2.0
14868,2.0
14869,4.0
14870,7.0
14871,28.0
14872,39.0
14873,16.0
14874,10.0
14875,3.0
14876,0.0
14877,0.0
14878,0.0
14879,0.0
14880,5.0
14881,2.0
14882,4.0
14883,7.0
14884,47.0
14885,24.0
14886,6.0
14887,3.0
14888,0.0
14889,2.0
14890,2.0
14891,0.0
14892,35.0
14893,18.0
14894,44.0
14895,59.0
14896,48.0
14897,26.0
14898,14.0
14899,4.0
14900,7.0
14901,3.0
14902,7.0
14903,3.0
14904,14.0
14905,4.0
14906,11.0
14907,70.0
14908,124.0
14909,36.0
14910,8.0
14911,4.0
14912,3.0
14913,2.0
14914,2.0
14915,1.0
14916,0.0
14917,1.0
14918,8.0
14919,7.0
14920,1.0
14921,3.0
14922,0.0
14923,0.0
14924,0.0
14925,0.0
14926,0.0
14927,0.0
14928,1.0
14929,3.0
14930,3.0
14931,4.0
14932,4.0
14933,1.0
14934,1.0
14935,1.0
14936,0.0
14937,0.0
14938,0.0
14939,0.0
14940,1.0
14941,0.0
14942,4.0
14943,7.0
14944,12.0
14945,5.0
14946,2.0
14947,1.0
14948,0.0
14949,0.0
14950,3.0
14951,1.0
14952,0.0
14953,0.0
14954,0.0
14955,0.0
14956,0.0
14957,0.0
14958,0.0
14959,0.0
14960,0.0
14961,0.0
14962,0.0
14963,0.0
14964,3.0
14965,3.0
14966,16.0
14967,22.0
14968,22.0
14969,11.0
14970,1.0
14971,3.0
14972,1.0
14973,1.0
14974,0.0
14975,2.0
14976,3.0
14977,4.0
14978,9.0
14979,21.0
14980,36.0
14981,13.0
14982,4.0
14983,0.0
14984,0.0
14985,1.0
14986,2.0
14987,3.0
14988,2.0
14989,2.0
14990,2.0
14991,24.0
14992,35.0
14993,16.0
14994,4.0
14995,2.0
14996,0.0
14997,0.0
14998,0.0
14999,0.0
15000,1.0
15001,1.0
15002,4.0
15003,10.0
15004,21.0
15005,3.0
15006,6.0
15007,2.0
15008,0.0
15009,0.0
15010,0.0
15011,1.0
15012,1.0
15013,1.0
15014,11.0
15015,36.0
15016,38.0
15017,12.0
15018,4.0
15019,1.0
15020,0.0
15021,0.0
15022,0.0
15023,2.0
15024,0.0
15025,0.0
15026,1.0
15027,1.0
15028,8.0
15029,0.0
15030,0.0
15031,0.0
15032,0.0
15033,1.0
15034,0.0
15035,0.0
15036,1.0
15037,1.0
15038,49.0
15039,31.0
15040,29.0
15041,10.0
15042,1.0
15043,2.0
15044,0.0
15045,2.0
15046,0.0
15047,1.0
15048,0.0
15049,2.0
15050,4.0
15051,21.0
15052,20.0
15053,23.0
15054,11.0
15055,0.0
15056,0.0
15057,0.0
15058,0.0
15059,2.0
15060,27.0
15061,20.0
15062,79.0
15063,328.0
15064,306.0
15065,109.0
15066,31.0
15067,19.0
15068,4.0
15069,2.0
15070,8.0
15071,4.0
15072,0.0
15073,0.0
15074,3.0
15075,7.0
15076,3.0
15077,1.0
15078,1.0
15079,0.0
15080,0.0
15081,1.0
15082,0.0
15083,1.0
15084,1.0
15085,3.0
15086,4.0
15087,5.0
15088,12.0
15089,3.0
15090,2.0
15091,0.0
15092,2.0
15093,1.0
15094,1.0
15095,0.0
15096,0.0
15097,3.0
15098,8.0
15099,42.0
15100,66.0
15101,16.0
15102,4.0
15103,2.0
15104,3.0
15105,0.0
15106,0.0
15107,1.0
15108,0.0
15109,0.0
15110,0.0
15111,8.0
15112,3.0
15113,0.0
15114,1.0
15115,1.0
15116,0.0
15117,1.0
15118,0.0
15119,0.0
15120,3.0
15121,10.0
15122,5.0
15123,13.0
15124,31.0
15125,4.0
15126,7.0
15127,9.0
15128,1.0
15129,1.0
15130,5.0
15131,7.0
15132,3.0
15133,0.0
15134,3.0
15135,1.0
15136,4.0
15137,0.0
15138,0.0
15139,0.0
15140,0.0
15141,0.0
15142,0.0
15143,0.0
15144,4.0
15145,6.0
15146,5.0
15147,9.0
15148,21.0
15149,13.0
15150,2.0
15151,1.0
15152,5.0
15153,1.0
15154,1.0
15155,1.0
15156,19.0
15157,10.0
15158,39.0
15159,66.0
15160,142.0
15161,45.0
15162,12.0
15163,3.0
15164,3.0
15165,3.0
15166,4.0
15167,4.0
15168,51.0
15169,28.0
15170,88.0
15171,295.0
15172,209.0
15173,68.0
15174,14.0
15175,14.0
15176,2.0
15177,9.0
15178,8.0
15179,6.0
15180,5.0
15181,3.0
15182,9.0
15183,47.0
15184,63.0
15185,21.0
15186,8.0
15187,1.0
15188,3.0
15189,3.0
15190,0.0
15191,2.0
15192,2.0
15193,0.0
15194,8.0
15195,31.0
15196,45.0
15197,15.0
15198,1.0
15199,1.0
15200,0.0
15201,1.0
15202,0.0
15203,3.0
15204,0.0
15205,0.0
15206,0.0
15207,1.0
15208,7.0
15209,3.0
15210,2.0
15211,1.0
15212,1.0
15213,0.0
15214,0.0
15215,0.0
15216,1.0
15217,2.0
15218,16.0
15219,29.0
15220,46.0
15221,10.0
15222,1.0
15223,0.0
15224,0.0
15225,1.0
15226,1.0
15227,0.0
15228,8.0
15229,23.0
15230,48.0
15231,71.0
15232,120.0
15233,22.0
15234,7.0
15235,0.0
15236,7.0
15237,3.0
15238,2.0
15239,5.0
15240,8.0
15241,14.0
15242,22.0
15243,40.0
15244,57.0
15245,22.0
15246,13.0
15247,7.0
15248,5.0
15249,6.0
15250,3.0
15251,4.0
15252,6.0
15253,2.0
15254,1.0
15255,16.0
15256,7.0
15257,4.0
15258,1.0
15259,1.0
15260,1.0
15261,0.0
15262,1.0
15263,0.0
15264,1.0
15265,2.0
15266,2.0
15267,8.0
15268,27.0
15269,13.0
15270,4.0
15271,1.0
15272,0.0
15273,0.0
15274,0.0
15275,0.0
15276,4.0
15277,5.0
15278,6.0
15279,11.0
15280,4.0
15281,5.0
15282,0.0
15283,2.0
15284,1.0
15285,0.0
15286,1.0
15287,0.0
15288,1.0
15289,0.0
15290,6.0
15291,1.0
15292,0.0
15293,0.0
15294,0.0
15295,1.0
15296,0.0
15297,0.0
15298,2.0
15299,1.0
15300,1.0
15301,2.0
15302,4.0
15303,18.0
15304,6.0
15305,2.0
15306,0.0
15307,0.0
15308,1.0
15309,1.0
15310,0.0
15311,0.0
15312,0.0
15313,0.0
15314,0.0
15315,0.0
15316,0.0
15317,0.0
15318,0.0
15319,0.0
15320,0.0
15321,0.0
15322,0.0
15323,0.0
15324,0.0
15325,1.0
15326,2.0
15327,7.0
15328,2.0
15329,3.0
15330,1.0
15331,1.0
15332,1.0
15333,1.0
15334,1.0
15335,0.0
15336,2.0
15337,0.0
15338,4.0
15339,8.0
15340,10.0
15341,3.0
15342,0.0
15343,2.0
15344,2.0
15345,0.0
15346,0.0
15347,1.0
15348,3.0
15349,4.0
15350,10.0
15351,17.0
15352,15.0
15353,10.0
15354,8.0
15355,1.0
15356,1.0
15357,1.0
15358,0.0
15359,0.0
15360,2.0
15361,2.0
15362,16.0
15363,60.0
15364,51.0
15365,18.0
15366,9.0
15367,1.0
15368,2.0
15369,6.0
15370,2.0
15371,5.0
15372,2.0
15373,0.0
15374,4.0
15375,11.0
15376,31.0
15377,10.0
15378,6.0
15379,0.0
15380,1.0
15381,6.0
15382,2.0
15383,1.0
15384,0.0
15385,0.0
15386,0.0
15387,1.0
15388,0.0
15389,3.0
15390,0.0
15391,0.0
15392,1.0
15393,0.0
15394,0.0
15395,0.0
15396,0.0
15397,0.0
15398,16.0
15399,18.0
15400,18.0
15401,3.0
15402,2.0
15403,0.0
15404,1.0
15405,0.0
15406,0.0
15407,0.0
15408,3.0
15409,0.0
15410,3.0
15411,14.0
15412,12.0
15413,4.0
15414,5.0
15415,3.0
15416,1.0
15417,1.0
15418,0.0
15419,1.0
15420,1.0
15421,1.0
15422,2.0
15423,1.0
15424,6.0
15425,0.0
15426,4.0
15427,1.0
15428,1.0
15429,2.0
15430,0.0
15431,0.0
15432,1.0
15433,0.0
15434,1.0
15435,5.0
15436,17.0
15437,8.0
15438,5.0
15439,1.0
15440,0.0
15441,0.0
15442,0.0
15443,0.0
15444,0.0
15445,0.0
15446,0.0
15447,3.0
15448,3.0
15449,0.0
15450,0.0
15451,0.0
15452,0.0
15453,0.0
15454,0.0
15455,0.0
15456,10.0
15457,1.0
15458,32.0
15459,17.0
15460,17.0
15461,11.0
15462,0.0
15463,0.0
15464,0.0
15465,0.0
15466,3.0
15467,1.0
15468,1.0
15469,0.0
15470,6.0
15471,12.0
15472,25.0
15473,4.0
15474,3.0
15475,1.0
15476,0.0
15477,1.0
15478,0.0
15479,0.0
15480,10.0
15481,4.0
15482,5.0
15483,10.0
15484,22.0
15485,15.0
15486,5.0
15487,1.0
15488,2.0
15489,1.0
15490,2.0
15491,1.0
15492,1.0
15493,0.0
15494,0.0
15495,1.0
15496,0.0
15497,0.0
15498,0.0
15499,0.0
15500,0.0
15501,1.0
15502,0.0
15503,0.0
15504,3.0
15505,6.0
15506,3.0
15507,7.0
15508,7.0
15509,8.0
15510,1.0
15511,0.0
15512,5.0
15513,10.0
15514,6.0
15515,5.0
15516,4.0
15517,4.0
15518,9.0
15519,13.0
15520,18.0
15521,22.0
15522,3.0
15523,0.0
15524,1.0
15525,3.0
15526,1.0
15527,1.0
15528,0.0
15529,0.0
15530,0.0
15531,1.0
15532,1.0
15533,0.0
15534,0.0
15535,1.0
15536,0.0
15537,0.0
15538,0.0
15539,0.0
15540,0.0
15541,0.0
15542,0.0
15543,1.0
15544,0.0
15545,1.0
15546,0.0
15547,0.0
15548,0.0
15549,0.0
15550,1.0
15551,0.0
15552,2.0
15553,7.0
15554,3.0
15555,17.0
15556,17.0
15557,6.0
15558,4.0
15559,1.0
15560,5.0
15561,4.0
15562,2.0
15563,3.0
15564,2.0
15565,0.0
15566,9.0
15567,8.0
15568,18.0
15569,4.0
15570,1.0
15571,1.0
15572,1.0
15573,0.0
15574,1.0
15575,0.0
15576,1.0
15577,0.0
15578,2.0
15579,8.0
15580,6.0
15581,3.0
15582,1.0
15583,0.0
15584,0.0
15585,2.0
15586,0.0
15587,3.0
15588,1.0
15589,1.0
15590,0.0
15591,2.0
15592,0.0
15593,0.0
15594,0.0
15595,1.0
15596,0.0
15597,0.0
15598,0.0
15599,0.0
15600,1.0
15601,1.0
15602,0.0
15603,6.0
15604,2.0
15605,0.0
15606,0.0
15607,0.0
15608,0.0
15609,0.0
15610,1.0
15611,0.0
15612,0.0
15613,0.0
15614,2.0
15615,5.0
15616,5.0
15617,2.0
15618,1.0
15619,0.0
15620,0.0
15621,0.0
15622,0.0
15623,1.0
15624,0.0
15625,0.0
15626,0.0
15627,0.0
15628,0.0
15629,0.0
15630,0.0
15631,2.0
15632,0.0
15633,1.0
15634,0.0
15635,0.0
15636,15.0
15637,21.0
15638,54.0
15639,136.0
15640,285.0
15641,121.0
15642,33.0
15643,10.0
15644,7.0
15645,7.0
15646,3.0
15647,13.0
15648,1.0
15649,0.0
15650,3.0
15651,6.0
15652,16.0
15653,7.0
15654,2.0
15655,0.0
15656,0.0
15657,0.0
15658,1.0
15659,1.0
15660,0.0
15661,1.0
15662,1.0
15663,4.0
15664,11.0
15665,2.0
15666,2.0
15667,1.0
15668,0.0
15669,0.0
15670,0.0
15671,1.0
15672,1.0
15673,1.0
15674,4.0
15675,2.0
15676,8.0
15677,2.0
15678,2.0
15679,1.0
15680,0.0
15681,1.0
15682,0.0
15683,1.0
15684,2.0
15685,1.0
15686,0.0
15687,1.0
15688,0.0
15689,2.0
15690,1.0
15691,0.0
15692,0.0
15693,0.0
15694,1.0
15695,0.0
15696,0.0
15697,0.0
15698,0.0
15699,0.0
15700,0.0
15701,0.0
15702,0.0
15703,0.0
15704,0.0
15705,0.0
15706,0.0
15707,0.0
15708,0.0
15709,1.0
15710,5.0
15711,8.0
15712,16.0
15713,7.0
15714,1.0
15715,0.0
15716,2.0
15717,0.0
15718,0.0
15719,1.0
15720,1.0
15721,0.0
15722,1.0
15723,3.0
15724,7.0
15725,2.0
15726,0.0
15727,1.0
15728,0.0
15729,1.0
15730,0.0
15731,0.0
15732,0.0
15733,0.0
15734,0.0
15735,4.0
15736,3.0
15737,4.0
15738,4.0
15739,2.0
15740,0.0
15741,0.0
15742,1.0
15743,2.0
15744,0.0
15745,0.0
15746,1.0
15747,0.0
15748,0.0
15749,2.0
15750,0.0
15751,1.0
15752,0.0
15753,0.0
15754,1.0
15755,0.0
15756,4.0
15757,3.0
15758,10.0
15759,42.0
15760,126.0
15761,42.0
15762,11.0
15763,7.0
15764,4.0
15765,0.0
15766,0.0
15767,3.0
15768,12.0
15769,5.0
15770,12.0
15771,48.0
15772,37.0
15773,30.0
15774,26.0
15775,4.0
15776,0.0
15777,1.0
15778,3.0
15779,4.0
15780,3.0
15781,1.0
15782,5.0
15783,30.0
15784,27.0
15785,15.0
15786,8.0
15787,1.0
15788,1.0
15789,1.0
15790,0.0
15791,1.0
15792,0.0
15793,0.0
15794,0.0
15795,2.0
15796,0.0
15797,0.0
15798,0.0
15799,0.0
15800,0.0
15801,0.0
15802,2.0
15803,0.0
15804,0.0
15805,1.0
15806,0.0
15807,5.0
15808,3.0
15809,1.0
15810,1.0
15811,0.0
15812,0.0
15813,1.0
15814,1.0
15815,0.0
15816,0.0
15817,0.0
15818,1.0
15819,1.0
15820,1.0
15821,1.0
15822,0.0
15823,0.0
15824,0.0
15825,0.0
15826,1.0
15827,0.0
15828,0.0
15829,5.0
15830,21.0
15831,20.0
15832,27.0
15833,6.0
15834,3.0
15835,1.0
15836,0.0
15837,2.0
15838,0.0
15839,3.0
15840,0.0
15841,0.0
15842,0.0
15843,1.0
15844,0.0
15845,1.0
15846,0.0
15847,0.0
15848,0.0
15849,1.0
15850,0.0
15851,0.0
15852,10.0
15853,10.0
15854,27.0
15855,33.0
15856,79.0
15857,51.0
15858,21.0
15859,9.0
15860,11.0
15861,10.0
15862,16.0
15863,3.0
15864,33.0
15865,26.0
15866,70.0
15867,187.0
15868,251.0
15869,121.0
15870,40.0
15871,32.0
15872,10.0
15873,7.0
15874,14.0
15875,4.0
15876,0.0
15877,0.0
15878,1.0
15879,3.0
15880,6.0
15881,7.0
15882,0.0
15883,1.0
15884,0.0
15885,0.0
15886,0.0
15887,0.0
15888,0.0
15889,0.0
15890,1.0
15891,0.0
15892,0.0
15893,0.0
15894,0.0
15895,0.0
15896,0.0
15897,0.0
15898,0.0
15899,0.0
15900,6.0
15901,5.0
15902,22.0
15903,57.0
15904,61.0
15905,18.0
15906,9.0
15907,2.0
15908,3.0
15909,0.0
15910,3.0
15911,2.0
15912,0.0
15913,0.0
15914,1.0
15915,1.0
15916,1.0
15917,0.0
15918,0.0
15919,0.0
15920,0.0
15921,0.0
15922,1.0
15923,0.0
15924,3.0
15925,0.0
15926,2.0
15927,2.0
15928,4.0
15929,4.0
15930,1.0
15931,1.0
15932,1.0
15933,2.0
15934,1.0
15935,0.0
15936,0.0
15937,0.0
15938,0.0
15939,0.0
15940,2.0
15941,1.0
15942,0.0
15943,0.0
15944,0.0
15945,0.0
15946,0.0
15947,0.0
15948,1.0
15949,1.0
15950,5.0
15951,21.0
15952,23.0
15953,12.0
15954,4.0
15955,2.0
15956,1.0
15957,2.0
15958,0.0
15959,1.0
15960,0.0
15961,0.0
15962,0.0
15963,0.0
15964,0.0
15965,0.0
15966,0.0
15967,0.0
15968,0.0
15969,0.0
15970,0.0
15971,0.0
15972,17.0
15973,7.0
15974,7.0
15975,5.0
15976,2.0
15977,4.0
15978,1.0
15979,0.0
15980,0.0
15981,0.0
15982,1.0
15983,2.0
15984,1.0
15985,4.0
15986,2.0
15987,1.0
15988,1.0
15989,0.0
15990,0.0
15991,0.0
15992,0.0
15993,0.0
15994,0.0
15995,0.0
15996,2.0
15997,1.0
15998,1.0
15999,0.0
16000,0.0
16001,0.0
16002,0.0
16003,0.0
16004,0.0
16005,0.0
16006,0.0
16007,0.0
16008,0.0
16009,1.0
16010,0.0
16011,0.0
16012,0.0
16013,0.0
16014,0.0
16015,0.0
16016,0.0
16017,0.0
16018,0.0
16019,0.0
16020,1.0
16021,5.0
16022,0.0
16023,0.0
16024,1.0
16025,2.0
16026,1.0
16027,0.0
16028,1.0
16029,0.0
16030,1.0
16031,0.0
16032,0.0
16033,1.0
16034,0.0
16035,0.0
16036,0.0
16037,0.0
16038,0.0
16039,0.0
16040,0.0
16041,0.0
16042,0.0
16043,0.0
16044,1.0
16045,0.0
16046,0.0
16047,1.0
16048,0.0
16049,1.0
16050,0.0
16051,0.0
16052,0.0
16053,0.0
16054,0.0
16055,0.0
16056,1.0
16057,2.0
16058,1.0
16059,0.0
16060,1.0
16061,0.0
16062,0.0
16063,0.0
16064,0.0
16065,0.0
16066,0.0
16067,0.0
16068,0.0
16069,0.0
16070,0.0
16071,0.0
16072,0.0
16073,0.0
16074,0.0
16075,0.0
16076,0.0
16077,0.0
16078,0.0
16079,0.0
16080,1.0
16081,4.0
16082,2.0
16083,1.0
16084,1.0
16085,0.0
16086,0.0
16087,0.0
16088,0.0
16089,1.0
16090,1.0
16091,0.0
16092,2.0
16093,1.0
16094,0.0
16095,0.0
16096,0.0
16097,0.0
16098,0.0
16099,1.0
16100,0.0
16101,1.0
16102,0.0
16103,0.0
16104,2.0
16105,2.0
16106,0.0
16107,0.0
16108,0.0
16109,0.0
16110,0.0
16111,0.0
16112,1.0
16113,0.0
16114,0.0
16115,0.0
16116,4.0
16117,7.0
16118,4.0
16119,3.0
16120,1.0
16121,0.0
16122,0.0
16123,0.0
16124,0.0
16125,0.0
16126,0.0
16127,0.0
16128,7.0
16129,5.0
16130,1.0
16131,0.0
16132,1.0
16133,0.0
16134,0.0
16135,0.0
16136,0.0
16137,1.0
16138,2.0
16139,0.0
16140,6.0
16141,3.0
16142,1.0
16143,3.0
16144,0.0
16145,1.0
16146,1.0
16147,0.0
16148,0.0
16149,0.0
